kBET,ARI,ASW
0.9322033898305084,0.5010204443813445,0.49662387
0.9661016949152542,0.5081838156272234,0.4987191
0.9322033898305084,0.4967761725058547,0.50142384
1.0,0.5074596642230658,0.50077915
1.0,0.49595285284998547,0.50074697
0.9830508474576272,0.5083747254188387,0.49828023
0.8983050847457628,0.46608267144021664,0.500404
0.9152542372881356,0.5072580193428777,0.50349087
0.9830508474576272,0.496623499731601,0.5011016
0.9661016949152542,0.49066023577800866,0.50081563
0.9491525423728814,0.5048031809036508,0.4992422
0.9661016949152542,0.4965014290610802,0.5003342
0.9830508474576272,0.4909652876842606,0.502195
0.9322033898305084,0.5001942120714047,0.503011
0.9491525423728814,0.5081838156272234,0.50236064
1.0,0.5045240838525427,0.50298846
0.9491525423728814,0.4908143904468022,0.5032517
0.9491525423728814,0.5084789185023652,0.49882084
0.9661016949152542,0.5037847652464085,0.49913657
0.9830508474576272,0.504269375926123,0.4983852
1.0,0.5071021369237367,0.49984962
1.0,0.5063759505962707,0.5005526
1.0,0.5044035818255519,0.50298244
0.9661016949152542,0.49066023577800866,0.5009594
0.8813559322033898,0.4905095259677499,0.48756254
0.9322033898305084,0.5084893401597849,0.49901974
0.9491525423728814,0.5080277233237409,0.5007026
0.9830508474576272,0.5065313868095318,0.50037235
0.9830508474576272,0.5081838156272234,0.5015404
0.9830508474576272,0.5005421262806455,0.50074685
0.9830508474576272,0.5078405390873834,0.50030184
0.9661016949152542,0.4908143904468022,0.502645
0.9322033898305084,0.5049204247836939,0.50090754
0.9830508474576272,0.5049894172158464,0.4994145
0.9322033898305084,0.5008358419965229,0.5019411
1.0,0.504269375926123,0.49998468
0.9830508474576272,0.5082705750272476,0.5022955
0.9491525423728814,0.5084893401597849,0.49740547
0.9322033898305084,0.5069671163033935,0.50158787
0.9661016949152542,0.5043381905419531,0.4981395
0.9830508474576272,0.5077712465922766,0.50453043
0.9661016949152542,0.49595285284998547,0.497294
1.0,0.5011743836875375,0.50048244
1.0,0.5067387835932627,0.5004176
0.9152542372881356,0.5048376587452822,0.50393355
1.0,0.5048031809036508,0.5008491
0.9152542372881356,0.5070605844579739,0.49922103
0.9661016949152542,0.5049928673323822,0.5007733
0.9491525423728814,0.4905095259677499,0.49668622
1.0,0.5084025060657064,0.50213736
